field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily
x2001_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_70001ﾖ_100000, AkBoard,2001, Int64,0,0, false, true, false, true
x2001_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_100001_or_More, AkBoard,2001, Int64,0,0, false, true, false, true
x2001_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Total_families_stated, AkBoard,2001, Int64,0,0, false, true, false, true
x2001_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Not_Stated_4_, AkBoard,2001, Int64,0,0, false, true, false, true
x2001_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Total_families_in_occupied_private_dwellings, AkBoard,2001, Int64,0,0, false, true, false, true
x2001_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Median_family_income_5_10_, AkBoard,2001, Int64,0,0, true, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_20000_or_Less, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_20001ﾖ_30000, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_30001ﾖ_50000, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_50001ﾖ_70000, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_70001ﾖ_100000, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_100001_or_More, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Total_families_stated, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Not_Stated_4_, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Total_families_in_occupied_private_dwellings, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Median_family_income_5_10_, AkBoard,2006, Int64,0,0, true, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_20000_or_Less, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_20001ﾖ_30000, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_30001ﾖ_50000, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_50001ﾖ_70000, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_70001ﾖ_100000, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_100001_or_More, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Total_families_stated, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Not_Stated_4_, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Total_families_in_occupied_private_dwellings, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_total_family_income_grouped_1_2_3_for_families_in_occupied_private_dwellings_Median_family_income_5_10_, AkBoard,2013, Int64,0,0, true, true, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Wages_Salary_Commissions_Bonuses_etc, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Self_employment_or_Business, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Interest_Dividends_Rent_Other_Invest_, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Payments_from_a_Work_Accident_Insurer, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_NZ_Superannuation_or_Veterans_Pension, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Super_Pensions_Annuities, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Unemployment_Benefit, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Sickness_Benefit, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Domestic_Purposes_Benefit, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Invalids_Benefit, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Student_Allowance, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Govt_Benefits_Payments_or_Pension, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Sources_of_Income, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_No_Source_of_Income_During_That_Time, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Total_families_stated, AkBoard,2001, Int64,0,0, false, true, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Not_Stated, AkBoard,2001, Int64,0,0, false, false, false, true
x2001_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Total_families_in_occupied_private_dwellings, AkBoard,2001, Int64,0,0, false, true, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Wages_Salary_Commissions_Bonuses_etc, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Self_employment_or_Business, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Interest_Dividends_Rent_Other_Invest_, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Payments_from_a_Work_Accident_Insurer, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_NZ_Superannuation_or_Veterans_Pension, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Super_Pensions_Annuities, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Unemployment_Benefit, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Sickness_Benefit, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Domestic_Purposes_Benefit, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Invalids_Benefit, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Student_Allowance, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Govt_Benefits_Payments_or_Pension, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Sources_of_Income, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_No_Source_of_Income_During_That_Time, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Total_families_stated, AkBoard,2006, Int64,0,0, false, true, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Not_Stated, AkBoard,2006, Int64,0,0, false, false, false, true
x2006_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Total_families_in_occupied_private_dwellings, AkBoard,2006, Int64,0,0, false, true, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Wages_Salary_Commissions_Bonuses_etc, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Self_employment_or_Business, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Interest_Dividends_Rent_Other_Invest_, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Payments_from_a_Work_Accident_Insurer, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_NZ_Superannuation_or_Veterans_Pension, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Super_Pensions_Annuities, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Unemployment_Benefit, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Sickness_Benefit, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Domestic_Purposes_Benefit, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Invalids_Benefit, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Student_Allowance, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Govt_Benefits_Payments_or_Pension, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Other_Sources_of_Income, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_No_Source_of_Income_During_That_Time, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Total_families_stated, AkBoard,2013, Int64,0,0, false, true, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Not_Stated, AkBoard,2013, Int64,0,0, false, false, false, true
x2013_Census_sources_of_family_income_6_7_8_9_for_families_in_occupied_private_dwellings_Total_families_in_private_occupied_dwellings, AkBoard,2013, Int64,0,0, false, true, false, true
Area_Code_and_Description, TLA, rea_, UTF8String,0,0, false, false, false, false
Code, TLA, ode, UTF8String,0,0, false, false, false, false
Description, TLA, escr, UTF8String,0,0, false, false, false, false
x2001_Census_census_usually_resident_population_count_1_, TLA,2001, Int64,0,0, false, false, false, false
x2006_Census_census_usually_resident_population_count_1_, TLA,2006, Int64,0,0, false, false, false, false
x2013_Census_census_usually_resident_population_count_1_, TLA,2013, Int64,0,0, false, false, false, false
x2001_Census_census_night_population_count_2_, TLA,2001, Int64,0,0, false, false, false, false
x2006_Census_census_night_population_count_2_, TLA,2006, Int64,0,0, false, false, false, false
x2013_Census_census_night_population_count_2_, TLA,2013, Int64,0,0, false, false, false, false
x2001_Census_sex_for_the_census_usually_resident_population_count_1_Male, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_sex_for_the_census_usually_resident_population_count_1_Female, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_sex_for_the_census_usually_resident_population_count_1_Total_people, TLA,2001, Int64,0,0, false, true, false, false
x2006_Census_sex_for_the_census_usually_resident_population_count_1_Male, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_sex_for_the_census_usually_resident_population_count_1_Female, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_sex_for_the_census_usually_resident_population_count_1_Total_people, TLA,2006, Int64,0,0, false, true, false, false
x2013_Census_sex_for_the_census_usually_resident_population_count_1_Male, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_sex_for_the_census_usually_resident_population_count_1_Female, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_sex_for_the_census_usually_resident_population_count_1_Total_people, TLA,2013, Int64,0,0, false, true, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_0_4_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_5_9_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_10_14_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_15_19_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_20_24_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_25_29_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_30_34_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_35_39_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_40_44_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_45_49_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_50_54_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_55_59_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_60_64_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_65_years_and_Over, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_Total_people, TLA,2001, Int64,0,0, false, true, false, false
x2001_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_Median_Age_3_, TLA,2001, Float64,0,0, true, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_0_4_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_5_9_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_10_14_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_15_19_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_20_24_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_25_29_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_30_34_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_35_39_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_40_44_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_45_49_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_50_54_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_55_59_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_60_64_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_65_years_and_Over, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_Total_people, TLA,2006, Int64,0,0, false, true, false, false
x2006_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_Median_Age_3_, TLA,2006, Float64,0,0, true, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_0_4_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_5_9_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_10_14_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_15_19_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_20_24_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_25_29_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_30_34_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_35_39_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_40_44_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_45_49_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_50_54_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_55_59_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_60_64_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_65_years_and_Over, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_Total_people, TLA,2013, Int64,0,0, false, true, false, false
x2013_Census_age_in_five_year_groups_for_the_census_usually_resident_population_count_1_Median_Age_3_, TLA,2013, Float64,0,0, true, false, false, false
x2001_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_Under_15_years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_15_64_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_65_years_and_Over, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_Total_people, TLA,2001, Int64,0,0, false, true, false, false
x2006_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_Under_15_years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_15_64_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_65_years_and_Over, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_Total_people, TLA,2006, Int64,0,0, false, true, false, false
x2013_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_Under_15_years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_15_64_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_65_years_and_Over, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_age_in_broad_groups_for_the_census_usually_resident_population_count_1_Total_people, TLA,2013, Int64,0,0, false, true, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_0_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_1_4_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_5_9_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_10_14_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_15_29_Years, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_30_Years_or_More, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Total_people_stated, TLA,2001, Int64,0,0, false, true, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_4_, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Total_people, TLA,2001, Int64,0,0, false, true, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_0_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_1_4_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_5_9_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_10_14_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_15_29_Years, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_30_Years_or_More, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Total_people_stated, TLA,2006, Int64,0,0, false, true, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_4_, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Total_people, TLA,2006, Int64,0,0, false, true, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_0_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_1_4_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_5_9_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_10_14_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_15_29_Years, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_30_Years_or_More, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Total_people_stated, TLA,2013, Int64,0,0, false, true, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_4_, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_years_at_usual_residence_for_the_census_usually_resident_population_count_1_Total_people, TLA,2013, Int64,0,0, false, true, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Same_as_Usual_Residence, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Elsewhere_in_New_Zealand, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Not_Born_Five_Years_Ago, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Overseas, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_No_Fixed_Abode_Five_Years_Ago, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Total_people_stated, TLA,2013, Int64,0,0, false, true, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included, TLA,2013, Int64,0,0, false, false, false, false
x2013_Census_usual_residence_five_years_ago_2008_indicator_for_the_census_usually_resident_population_count_1_Total_people, TLA,2013, Int64,0,0, false, true, false, false
x2001_Census_birthplace_for_the_census_usually_resident_population_count_1_NZ_born, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_birthplace_for_the_census_usually_resident_population_count_1_Overseas_born, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_birthplace_for_the_census_usually_resident_population_count_1_Total_people_stated, TLA,2001, Int64,0,0, false, true, false, false
x2001_Census_birthplace_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_5_, TLA,2001, Int64,0,0, false, false, false, false
x2001_Census_birthplace_for_the_census_usually_resident_population_count_1_Total_people, TLA,2001, Int64,0,0, false, true, false, false
x2006_Census_birthplace_for_the_census_usually_resident_population_count_1_NZ_born, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_birthplace_for_the_census_usually_resident_population_count_1_Overseas_born, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_birthplace_for_the_census_usually_resident_population_count_1_Total_people_stated, TLA,2006, Int64,0,0, false, true, false, false
x2006_Census_birthplace_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_5_, TLA,2006, Int64,0,0, false, false, false, false
x2006_Census_birthplace_for_the_census_usually_resident_population_count_1_Total_people, TLA,2006, Int64,0,0, false, true, false, false
