index,field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily,min,mean,max
992,x2013_Census_household_composition_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2013,Int64,0,0,false,true,true,false,429,21656.5714285714,40230
993,x2013_Census_household_composition_for_households_in_occupied_private_dwellings_Household_composition_unidentifiable,AkBoard,2013,Int64,0,0,false,false,true,false,33,700.8571428571,1215
994,x2013_Census_household_composition_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2013,Int64,0,0,false,true,true,false,459,22357,40932
995,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_One_Usual_Resident,AkBoard,2001,Int64,0,0,false,false,true,false,165,3680.8571428572,6930
996,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Two_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,138,5691.4285714286,9531
997,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Three_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,63,3298.8571428572,5940
998,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Four_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,51,3137,6621
999,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Five_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,15,1564.7142857143,2913
1000,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Six_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,12,653.8571428571,1308
1001,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Seven_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,3,269.8571428571,750
1002,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Eight_or_More_Usual_Residents,AkBoard,2001,Int64,0,0,false,false,true,false,0,280.8571428571,1209
1003,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2001,Int64,0,0,false,true,true,false,444,18577,31086
1004,x2001_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Mean_Number_of_Usual_Household_Members,AkBoard,2001,Float64,0,0,false,false,true,false,2.2,2.8619047619,3.9
1005,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_One_Usual_Resident,AkBoard,2006,Int64,0,0,false,false,true,false,213,3947.1428571429,7941
1006,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Two_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,138,6232.5714285714,10788
1007,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Three_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,54,3730,7248
1008,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Four_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,21,3618.7142857143,8145
1009,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Five_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,9,1738,3561
1010,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Six_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,6,739.2857142857,1467
1011,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Seven_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,0,326.8571428571,960
1012,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Eight_or_More_Usual_Residents,AkBoard,2006,Int64,0,0,false,false,true,false,0,347.8571428571,1383
1013,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2006,Int64,0,0,false,true,true,false,441,20679.2857142857,36954
1014,x2006_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Mean_Number_of_Usual_Household_Members,AkBoard,2006,Float64,0,0,false,false,true,false,1.8,2.8761904762,4
1015,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_One_Usual_Resident,AkBoard,2013,Int64,0,0,false,false,true,false,189,4121.7142857143,9324
1016,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Two_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,177,6612.2857142857,11913
1017,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Three_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,48,4092.1428571429,8085
1018,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Four_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,24,4046.8571428572,8892
1019,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Five_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,6,1900.5714285714,4071
1020,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Six_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,12,839.5714285714,1674
1021,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Seven_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,3,360,972
1022,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Eight_or_More_Usual_Residents,AkBoard,2013,Int64,0,0,false,false,true,false,3,384.4285714286,1488
1023,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2013,Int64,0,0,false,true,true,false,459,22356.8571428571,40932
1024,x2013_Census_number_of_usual_residents_in_household_1_for_households_in_occupied_private_dwellings_Mean_Number_of_Usual_Household_Members,AkBoard,2013,Float64,0,0,false,false,true,false,2,2.9333333333,4
1025,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_20000_or_Less,AkBoard,2001,Int64,0,0,false,true,true,false,165,2916.2857142857,4791
1026,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_20001_30000,AkBoard,2001,Int64,0,0,false,true,true,false,72,1753.5714285714,3018
1027,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_30001_50000,AkBoard,2001,Int64,0,0,false,true,true,false,51,2791.1428571429,4734
1028,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_50001_70000,AkBoard,2001,Int64,0,0,false,true,true,false,24,2495.4285714286,4491
1029,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_70001_100000,AkBoard,2001,Int64,0,0,false,true,true,false,3,2129.2857142857,4548
1030,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_100001_or_More,AkBoard,2001,Int64,0,0,false,true,true,false,12,2560.8571428572,7440
1031,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2001,Int64,0,0,false,true,true,false,330,14647,25524
1032,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Not_Stated_5_,AkBoard,2001,Int64,0,0,false,true,true,false,114,3929.4285714286,6501
1033,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2001,Int64,0,0,false,true,true,false,444,18576.1428571429,31083
1034,x2001_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Median_household_income_18_23_,AkBoard,2001,Int64,0,0,true,true,true,false,20100,46966.6666666667,67000
1035,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_20000_or_Less,AkBoard,2006,Int64,0,0,false,true,true,false,156,2317,3717
1036,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_20001_30000,AkBoard,2006,Int64,0,0,false,true,true,false,72,1624.2857142857,2892
1037,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_30001_50000,AkBoard,2006,Int64,0,0,false,true,true,false,66,2815.2857142857,4860
1038,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_50001_70000,AkBoard,2006,Int64,0,0,false,true,true,false,24,2534.1428571429,4584
1039,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_70001_100000,AkBoard,2006,Int64,0,0,false,true,true,false,21,2886.7142857143,5940
1040,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_100001_or_More,AkBoard,2006,Int64,0,0,false,true,true,false,18,4727.5714285714,10953
1041,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2006,Int64,0,0,false,true,true,false,354,16904.2857142857,31740
1042,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Not_Stated_5_,AkBoard,2006,Int64,0,0,false,true,true,false,84,3773.7142857143,6732
1043,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2006,Int64,0,0,false,true,true,false,441,20678.7142857143,36954
1044,x2006_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Median_household_income_18_23_,AkBoard,2006,Int64,0,0,true,true,true,false,23200,60438.0952380952,88700
1045,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_20000_or_Less,AkBoard,2013,Int64,0,0,false,true,true,false,111,1864,3906
1046,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_20001_30000,AkBoard,2013,Int64,0,0,false,true,true,false,78,1585.5714285714,2817
1047,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_30001_50000,AkBoard,2013,Int64,0,0,false,true,true,false,78,2723,4965
1048,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_50001_70000,AkBoard,2013,Int64,0,0,false,true,true,false,54,2453.5714285714,4491
1049,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_70001_100000,AkBoard,2013,Int64,0,0,false,true,true,false,36,3295,6618
1050,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_100001_or_More,AkBoard,2013,Int64,0,0,false,true,true,false,21,6753.5714285714,14520
1051,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2013,Int64,0,0,false,true,true,false,375,18674.4285714286,35862
1052,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Not_Stated_5_,AkBoard,2013,Int64,0,0,false,true,true,false,87,3683.5714285714,6396
1053,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2013,Int64,0,0,false,true,true,false,462,22357.1428571429,40932
1054,x2013_Census_total_household_income_grouped_2_3_4_for_households_in_occupied_private_dwellings_Median_household_income_18_23_,AkBoard,2013,Int64,0,0,true,true,true,false,30300,72847.6190476191,107800
1055,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Wages_Salary_Commissions_Bonuses_etc,AkBoard,2001,Int64,0,0,false,false,true,false,165,12336.1428571429,21516
1056,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Self_employment_or_Business,AkBoard,2001,Int64,0,0,false,false,true,false,162,4597.7142857143,8574
1057,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Interest_Dividends_Rent_Other_Invest_,AkBoard,2001,Int64,0,0,false,false,true,false,102,6108.7142857143,13800
1058,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Payments_from_a_Work_Accident_Insurer,AkBoard,2001,Int64,0,0,false,false,true,false,15,384.8571428571,774
1059,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_NZ_Superannuation_or_Veterans_Pension,AkBoard,2001,Int64,0,0,false,false,true,false,57,3201.1428571429,6450
1060,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Super_Pensions_Annuities,AkBoard,2001,Int64,0,0,false,false,true,false,15,872.5714285714,2040
1061,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Unemployment_Benefit,AkBoard,2001,Int64,0,0,false,false,true,false,75,1499.1428571429,2838
1062,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Sickness_Benefit,AkBoard,2001,Int64,0,0,false,false,true,false,24,581.5714285714,1110
1063,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Domestic_Purposes_Benefit,AkBoard,2001,Int64,0,0,false,false,true,false,36,1237.4285714286,2793
1064,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Invalids_Benefit,AkBoard,2001,Int64,0,0,false,false,true,false,15,506,978
1065,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Student_Allowance,AkBoard,2001,Int64,0,0,false,false,true,false,6,909.8571428571,2277
1066,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Govt_Benefits_Payments_or_Pension,AkBoard,2001,Int64,0,0,false,false,true,false,42,1121,2061
1067,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Sources_of_Income,AkBoard,2001,Int64,0,0,false,false,true,false,9,648.7142857143,1452
1068,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_No_Source_of_Income_During_That_Time,AkBoard,2001,Int64,0,0,false,false,true,false,3,183.8571428571,441
1069,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Total_Households_Stated,AkBoard,2001,Int64,0,0,false,true,true,false,384,17673.8571428571,30243
1070,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Not_Stated,AkBoard,2001,Int64,0,0,false,false,true,false,57,893.2857142857,1578
1071,x2001_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2001,Int64,0,0,false,true,true,false,441,18567.7142857143,31077
1072,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Wages_Salary_Commissions_Bonuses_etc,AkBoard,2006,Int64,0,0,false,false,true,false,174,14389.5714285714,27117
1073,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Self_employment_or_Business,AkBoard,2006,Int64,0,0,false,false,true,false,144,5239.2857142857,10194
1074,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Interest_Dividends_Rent_Other_Invest_,AkBoard,2006,Int64,0,0,false,false,true,false,108,6521.7142857143,14337
1075,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Payments_from_a_Work_Accident_Insurer,AkBoard,2006,Int64,0,0,false,false,true,false,9,416,807
1076,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_NZ_Superannuation_or_Veterans_Pension,AkBoard,2006,Int64,0,0,false,false,true,false,78,3402.7142857143,7059
1077,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Super_Pensions_Annuities,AkBoard,2006,Int64,0,0,false,false,true,false,12,838.2857142857,2082
1078,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Unemployment_Benefit,AkBoard,2006,Int64,0,0,false,false,true,false,63,967.1428571429,1932
1079,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Sickness_Benefit,AkBoard,2006,Int64,0,0,false,false,true,false,27,836.7142857143,1722
1080,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Domestic_Purposes_Benefit,AkBoard,2006,Int64,0,0,false,false,true,false,27,1164.7142857143,2775
1081,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Invalids_Benefit,AkBoard,2006,Int64,0,0,false,false,true,false,39,591.7142857143,1368
1082,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Student_Allowance,AkBoard,2006,Int64,0,0,false,false,true,false,6,897.1428571429,2010
1083,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Govt_Benefits_Payments_or_Pension,AkBoard,2006,Int64,0,0,false,false,true,false,12,1165.2857142857,2214
1084,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Sources_of_Income,AkBoard,2006,Int64,0,0,false,false,true,false,12,832.4285714286,1956
1085,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_No_Source_of_Income_During_That_Time,AkBoard,2006,Int64,0,0,false,false,true,false,3,203.4285714286,747
1086,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Total_Households_Stated,AkBoard,2006,Int64,0,0,false,true,true,false,396,19708.1428571429,36219
1087,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Not_Stated,AkBoard,2006,Int64,0,0,false,false,true,false,45,970.2857142857,2958
1088,x2006_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2006,Int64,0,0,false,true,true,false,441,20678.2857142857,36957
1089,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Wages_Salary_Commissions_Bonuses_etc,AkBoard,2013,Int64,0,0,false,false,true,false,180,15475.5714285714,30156
1090,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Self_employment_or_Business,AkBoard,2013,Int64,0,0,false,false,true,false,147,5458.1428571429,10785
1091,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Interest_Dividends_Rent_Other_Invest_,AkBoard,2013,Int64,0,0,false,false,true,false,117,6170.8571428572,13800
1092,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Payments_from_a_Work_Accident_Insurer,AkBoard,2013,Int64,0,0,false,false,true,false,6,366.5714285714,696
1093,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_NZ_Superannuation_or_Veterans_Pension,AkBoard,2013,Int64,0,0,false,false,true,false,120,4332.7142857143,9177
1094,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Super_Pensions_Annuities,AkBoard,2013,Int64,0,0,false,false,true,false,18,874.5714285714,2157
1095,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Unemployment_Benefit,AkBoard,2013,Int64,0,0,false,false,true,false,45,1110.8571428572,2193
1096,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Sickness_Benefit,AkBoard,2013,Int64,0,0,false,false,true,false,18,1076.8571428572,2355
1097,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Domestic_Purposes_Benefit,AkBoard,2013,Int64,0,0,false,false,true,false,21,1163.8571428572,2874
1098,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Invalids_Benefit,AkBoard,2013,Int64,0,0,false,false,true,false,27,634.5714285714,1479
1099,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Student_Allowance,AkBoard,2013,Int64,0,0,false,false,true,false,3,1337.7142857143,2595
1100,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Govt_Benefits_Payments_or_Pension,AkBoard,2013,Int64,0,0,false,false,true,false,27,1619.1428571429,3291
1101,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Other_Sources_of_Income,AkBoard,2013,Int64,0,0,false,false,true,false,9,801.7142857143,2226
1102,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_No_Source_of_Income_During_That_Time,AkBoard,2013,Int64,0,0,false,false,true,false,3,216.1428571429,1005
1103,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Total_Households_Stated,AkBoard,2013,Int64,0,0,false,true,true,false,411,21229,39786
1104,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Not_Stated,AkBoard,2013,Int64,0,0,false,false,true,false,51,1128.5714285714,2256
1105,x2013_Census_sources_of_household_income_6_7_8_9_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2013,Int64,0,0,false,true,true,false,459,22357,40932
1106,x2001_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Owned_or_Partly_Owned,AkBoard,2001,Int64,0,0,false,false,true,false,291,11274.8571428571,22842
1107,x2001_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Not_Owned_and_Not_Held_in_a_Family_Trust_12_,AkBoard,2001,Int64,0,0,false,false,true,true,93,6219.8571428572,12525
1108,x2001_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Held_in_a_Family_Trust_13_,AkBoard,2001,Int64,21,1,false,false,true,true,N/A,N/A,N/A
1109,x2001_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2001,Int64,0,0,false,true,true,false,384,17495,29934
1110,x2001_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Not_Elsewhere_Included_11_,AkBoard,2001,Int64,0,0,false,false,true,false,60,1082,1848
1111,x2001_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2001,Int64,0,0,false,true,true,false,444,18577.1428571429,31086
1112,x2006_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Owned_or_Partly_Owned,AkBoard,2006,Int64,0,0,false,false,true,false,222,9748.2857142857,20601
1113,x2006_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Not_Owned_and_Not_Held_in_a_Family_Trust_12_,AkBoard,2006,Int64,0,0,false,false,true,true,120,6950.4285714286,12990
1114,x2006_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Held_in_a_Family_Trust_13_,AkBoard,2006,Int64,0,0,false,false,true,true,45,2513.7142857143,6537
1115,x2006_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2006,Int64,0,0,false,true,true,false,381,19212,35538
1116,x2006_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Not_Elsewhere_Included_11_,AkBoard,2006,Int64,0,0,false,false,true,false,57,1467.2857142857,3432
1117,x2006_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2006,Int64,0,0,false,true,true,false,438,20679.4285714286,36954
1118,x2013_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Owned_or_Partly_Owned,AkBoard,2013,Int64,0,0,false,false,true,false,222,9590.7142857143,20649
1119,x2013_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Not_Owned_and_Not_Held_in_a_Family_Trust_12_,AkBoard,2013,Int64,0,0,false,false,true,true,120,8033.2857142857,17643
1120,x2013_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Dwelling_Held_in_a_Family_Trust_13_,AkBoard,2013,Int64,0,0,false,false,true,true,60,3215.8571428572,8115
1121,x2013_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Total_households_stated,AkBoard,2013,Int64,0,0,false,true,true,false,396,20840.2857142857,39240
1122,x2013_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Not_Elsewhere_Included_11_,AkBoard,2013,Int64,0,0,false,false,true,false,63,1516.2857142857,2667
1123,x2013_Census_tenure_of_household_10_for_households_in_occupied_private_dwellings_Total_households_in_occupied_private_dwellings,AkBoard,2013,Int64,0,0,false,true,true,false,462,22357,40929
1124,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Private_Person_Trust_or_Business,AkBoard,2001,Int64,0,0,false,false,false,false,54,3970.7142857143,9087
1125,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Local_Authority_or_City_Council,AkBoard,2001,Int64,0,0,false,false,false,false,0,137.1428571429,324
1126,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Housing_New_Zealand_Corporation,AkBoard,2001,Int64,0,0,false,false,false,false,0,979,3765
1127,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Other_State_Owned_Corporation_or_State_Owned_Enterprise_or_Government_Department_or_Ministry,AkBoard,2001,Int64,0,0,false,false,false,false,9,73.7142857143,513
1128,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Total_households_stated,AkBoard,2001,Int64,0,0,false,true,false,false,66,5160.5714285714,10545
1129,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Not_Elsewhere_Included_15_,AkBoard,2001,Int64,0,0,false,false,false,false,3,396.2857142857,1056
1130,x2001_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Total_households_in_rented_occupied_private_dwellings,AkBoard,2001,Int64,0,0,false,true,false,false,69,5557,11604
1131,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Private_Person_Trust_or_Business,AkBoard,2006,Int64,0,0,false,false,false,false,54,4649.2857142857,9855
1132,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Local_Authority_or_City_Council,AkBoard,2006,Int64,0,0,false,false,false,false,0,65,231
1133,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Housing_New_Zealand_Corporation,AkBoard,2006,Int64,0,0,false,false,false,false,0,992.2857142857,3564
1134,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Other_State_Owned_Corporation_or_State_Owned_Enterprise_or_Government_Department_or_Ministry,AkBoard,2006,Int64,0,0,false,false,false,false,6,78.2857142857,486
1135,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Total_households_stated,AkBoard,2006,Int64,0,0,false,true,false,false,66,5784.8571428572,11247
1136,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Not_Elsewhere_Included_15_,AkBoard,2006,Int64,0,0,false,false,false,false,6,417.1428571429,1287
1137,x2006_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Total_households_in_rented_occupied_private_dwellings,AkBoard,2006,Int64,0,0,false,true,false,false,72,6201.5714285714,12030
1138,x2013_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Private_Person_Trust_or_Business,AkBoard,2013,Int64,0,0,false,false,false,false,60,5550.8571428572,13464
1139,x2013_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Local_Authority_or_City_Council,AkBoard,2013,Int64,0,0,false,false,false,false,0,74.1428571429,228
1140,x2013_Census_sector_of_landlord_for_households_in_rented_occupied_private_dwellings_14_Housing_New_Zealand_Corporation,AkBoard,2013,Int64,0,0,false,false,false,false,0,1123.1428571429,3741
